Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION,NPI
5becf220-2978-3f33-bd38-9326947f85de,JEFFREY & SUSAN BRUDNICK CENTER FOR LIVING,240 LYNNFIELD STREET,PEABODY,MA,019605055,42.5141736,-70.97106354209534,7815985310,0.0,52,1730287632
a58ec72a-cf43-3de5-88c1-de2fbec976a5,EASTPOINTE REHAB CENTER LLC,255 CENTRAL AVE,CHELSEA,MA,021503508,42.38804035,-71.02650270378646,6178845700,0.0,2,1538618913
03d0392a-7361-32b3-81c9-8c8ac985be00,AMERICAN CHINESE MEDICAL CENTER PC,280 WASHINGTON ST STE 204,BROOKLINE,MA,024451922,42.33302785,-71.1193506756953,6177837333,0.0,29,1780803726
a418cf76-2ee3-3736-a752-29ee33e86015,COMMUNITY NURSE HOME CARE  INC.,62 CENTER STREET,FAIRHAVEN,MA,027193823,41.63663425,-70.90101829397507,5089926278,0.0,2,1518054451
2936ca90-6594-357d-be14-53fe0ab84dd1,KINGSBURY PRIMARY CARE PC,11 TREMONT ST,KINGSTON,MA,023641231,42.00823215,-70.72984043580247,7815855518,0.0,173,1902103385
e3089df2-a1db-372a-b660-30392d8c197b,PIONEER FAMILY HEALTH CARE LLC,178 N MAIN ST,SHARON,MA,020671229,42.13301625,-71.17263163492832,6176948356,0.0,102,1740874957
42d4b607-f14d-370a-818e-40965685776c,TRINITY FAMILY MEDICINE,3 WASHINGTON ST STE 220,NORTH EASTON,MA,023561034,42.0667665,-71.1036592,5082300155,0.0,115,1629221965
ab701a70-a658-340e-8f69-ee196a7d40c6,CAREWELL URGENT CARE CENTERS OF MA  PC,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,5086947901,0.0,232,1740543214
11ba6a26-59b4-3728-a268-6dc9929962b4,COURTYARD NURSING CARE CENTER,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,42.42711615,-71.1121606632448,7813915400,0.0,46,1033164272
f736c0f5-6d39-3e26-8ac1-39e1fc60dfbe,COMMUNITY HEALTH PROGRAMS INC,11 QUARRY HILL ROAD,LEE,MA,012389645,42.2816564,-73.25307843923315,4132430536,0.0,307,1689945784
af2d050e-91a7-3acb-8b27-0bf6a259645e,GARDNER FAMILY MEDICINE INC,57 CITY HALL AVE,GARDNER,MA,014402614,42.5760669,-71.9934081,9786303862,0.0,107,1003011594
71472d9b-aa5c-3b49-a5c3-d0eee8859015,BOURNE FAMILY MEDICINE PC,118 WATERHOUSE RD STE C,BOURNE,MA,025328305,41.7281115,-70.5861571324252,5087430899,0.0,237,1295149748
8a2e2731-3240-39d1-b4f0-cad14200937d,MORTON HOSPITAL  A STEWARD FAMILY HOSPITAL  INC.,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,6174194772,0.0,187,1376822676
bee866be-d41f-3259-97b2-0e10331c6c16,WINGATE AT NEEDHAM  INC.,589 HIGHLAND AVE,NEEDHAM,MA,024942205,42.300873100000004,-71.22988027903574,7814559090,0.0,2,1033168984
88e28a1c-aad9-36d0-832b-b579ecb95c3d,LEOMINSTER COMUNITY HEALTH CENTER,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,9788470110,0.0,154,1891953048
bd6cec50-10de-3696-940b-4022618764ab,40 MARTIN STREET OPERATOR LLC,40 MARTIN ST,MELROSE,MA,021763607,42.457050550000005,-71.07494593157304,7816657050,0.0,2,1336678630
52ecddd8-42f6-35cc-88a5-cf474c02fb49,LIFE CARE CENTER OF PLYMOUTH,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,5087479800,0.0,3,1568422087
65450d34-6d61-3601-b325-9d471587b016,MEDICAL HEALTHCARE SPECIALISTS P.C.,4 COURTHOUSE LN,CHELMSFORD,MA,018241731,42.62439345,-71.35881000636567,9784598400,0.0,99,1013974013
05bcaa3e-aa5d-3b03-ba26-7e4d2e083681,ONE LOVE LANE OPERATOR LLC,1 LOVE LN,SOUTH DENNIS,MA,026603445,41.699084799999994,-70.13271830347861,(508) 385-6034,0.0,2,1609392711
2b376b69-72ac-3d68-aceb-018e82b8fc8f,PARK PLACE REHABILITATION & SKILLED CARE CENTER,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,6173612388,0.0,1,1063838282
75f0d4cd-dbbb-3037-b6ad-2e99665728c7,HIGUCHI MEDICAL CARE  PLLC,70 FULTON ST,BOSTON,MA,021091402,42.362439499999994,-71.05377386223965,6178435001,0.0,52,1598366098
fa564970-fde4-332c-91d9-c0747b032d3e,RIVERBEND OF SOUTH NATICK,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,5086538330,0.0,13,1558422352
babdf8a0-20ba-39e9-8e07-de3394e4f677,NWB CORPORATION,113 LOW ST,NEWBURYPORT,MA,019503540,42.809757,-70.89152,9784627373,0.0,2,1922031517
39104cad-5228-3e07-9b3e-3ad736b33d5d,GREATER BOSTON WELLNESS PRIMARY CARE PC,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,7814610660,0.0,46,1073090692
1311c44a-85cb-3aea-a143-e5d7892ced8b,GROVE HILL MEDICAL CENTER PC,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,8602246201,0.0,171,1255448155
4bf8af75-4da2-331d-b94e-9975a887face,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT ST,NANTUCKET,MA,025542799,41.27514065,-70.10108985970798,5088258100,0.0,179,1477021608
667b46fe-0afa-3f70-a311-bbe3d52db050,URGENT CARE CENTERS OF CENTRAL MASSACHUSETTS LLC,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,6173024194,0.0,65,1497286280
0ff7cb48-0c93-31cf-9442-0b034084d588,MERCURY OPERATOR LLC,2 BEAUMONT AVE,BROCKTON,MA,023023302,42.0835203,-70.98856021035954,5085888550,0.0,6,1306315759
a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,COMPASSIONATE CARE HOSPICE OF SOUTHEASTERN MASS LL,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,5083995900,0.0,50,1588896989
009f87f0-4bb6-350c-ba41-0b3235a7ca43,STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE,277 ELLIOT ST,NEWTON UPPER FALLS,MA,024641201,42.3134306,-71.2206105,6175270023,0.0,1,1295746188
9a9bf61e-44d3-32fd-a027-7138369b1716,ANCHOR MEDICAL GROUP AND WELLNESS CENTER PC,194 ROCKDALE AVE,WEYMOUTH,MA,021882519,42.2212188,-70.9391625,5089510847,0.0,77,1245615046
775df862-d2d1-3a68-9814-043f6aa6ea66,JEWISH NURSING HOME OF WESTERN MASS.  INC.,770 CONVERSE ST,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,4135673949,0.0,1,1619086881
fe675917-7b09-3afd-a6e6-128cc4de4734,INTERNATIONAL HEALTH SOLUTIONS,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,9786891907,0.0,30,1972728822
bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,KINDRED HOSPICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,6176634997,0.0,53,1437397569
5d4da50c-8593-304f-b266-57d8f7d634a2,WELLMAN HEALTHCARE GROUP INC,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,4132838361,0.0,2,1447247127
7f08f09e-c5f7-38cd-83ba-ddafedd88a13,VERO HEALTH XVII  LLC,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,7813224861,0.0,3,1790317550
cee48694-b526-344a-b87c-42abe3e6f643,VISITING NURSE ASSOCIATION OF CAPE COD  INC.,255 INDEPENDENCE DR,HYANNIS,MA,026011854,41.6772926,-70.29842983396861,5089577400,0.0,79,1649258278
8f0ec876-22d3-3986-892e-4c2052d0fffa,FITCHBURG REHABILITATION AND NURSING CENTER LLC,94 SUMMER ST,FITCHBURG,MA,014205761,42.57835885,-71.78584786190521,7189740266,0.0,1,1326507401
643eac8e-1620-3b6a-b9f3-664b003d22cd,GIFFORD STREET WELLNESS CENTER LLC,34 GIFFORD ST,NEW BEDFORD,MA,027442610,41.6177929,-70.91890087055067,5089993126,0.0,238,1891142154
8e3ca57f-6f74-3d61-9803-ab1424290216,ACADEMY MANOR,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,9784750944,0.0,30,1790967511
5fcff9db-16e4-3e56-aa78-abbc16338097,THE LOWELL GENERAL HOSPITAL,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,9789376000,0.0,812,1407804669
fa09396a-2926-3b21-ad0c-9f6cabbce0eb,WOONSOCKET URGENT CARE PC,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,4017662700,0.0,14,1881929586
40c01d75-1542-3e0b-8e5f-78d3031beba1,PIONEER MEDICAL CENTER,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,9787459449,0.0,98,1730202367
8fed5af6-8e61-33f5-9835-e5d3ac5fdd4a,THE NORTHEAST HEALTH GROUP  INC,11 SAINT ANTHONY ST,CHICOPEE,MA,010132141,42.1813162,-72.61495050899758,4135362540,0.0,2,1821092263
84abfbd5-41c1-3df4-9b31-7ca93cb2309a,SKIN WELLNESS PHYSICIANS LLC,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,9785247933,0.0,68,1538500988
1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,BAYADA HOME HEALTH CARE  INC,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,6174721333,0.0,23,1285673194
4cb90b5f-734d-322f-a2f2-776824e1ce35,SPECTRUM HOME HEALTH AND HOSPICE CARE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,4135652500,0.0,11,1932262250
93c3d861-e05d-33b9-91eb-1768470229d7,PAIN AND WELLNESS CENTER,10 CENTENNIAL DR,PEABODY,MA,019607938,42.5261827,-70.9529896,9788267230,0.0,138,1922064112
2e1eaaf1-ebb0-332c-8921-f48e15b91879,ALLIANCE HEALTH AT MARINA BAY,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,6177695100,0.0,71,1376530089
c272e12f-e154-3fee-b05d-b7c0cab2657d,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,7817692950,0.0,824,1659684348
ca1c0a76-f601-3a1c-a448-689cd3d56bb1,PILGRIM REHABILITATION & SKILLED NURSING CENTER,96 FOREST STREET,PEABODY,MA,019603907,42.528469349999995,-70.95557442492182,9785320303,0.0,68,1376627331
b66db758-a205-3227-9cfb-bf19d2c1962d,ART OF CARE INC,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,6177877799,0.0,28,1255380051
b99b7849-2b53-33fb-8ce2-e3a95f17ae51,DIVINE HEALTH LLC,910 BOSTON POST ROAD SUITE 320,MARLBOROUGH,MA,017523761,42.355106,-71.47654,5084858080,0.0,4,1619049079
f6a306cf-7bd6-35f4-a6b7-2d07d273914c,APPLE MEDICAL CLINIC MA INC,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,5088611150,0.0,122,1053902957
f549a720-814b-3dc6-ae77-6376a22564ee,J & B PARTNERSHIP LLP,209 COUNTY RD,NORTH FALMOUTH,MA,02556,41.6459404,-70.6183639,5085635913,0.0,7,1881774594
32fcdfba-8c93-30f4-b15b-dd3b65c29deb,ELAINE CENTER AT HADLEY,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,4135845057,0.0,120,1063464782
0ddb0329-b59d-3187-874c-602c649249c8,BAYSTATE NOBLE HOSPITAL CORPORATION,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,4135682811,0.0,236,1245272012
1e3ca321-fbbb-3546-b9ea-c3761a20324a,Worcester Outpatient Clinic,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,508-856-0104 Or 508-856-0104,0.0,7,8888887212
764bf964-6ab7-30eb-885b-3d713ca43265,OUTER  CAPE HEALTH SERVICES,ROUTE 6   P O BOX 1430,WELLFLEET,MA,026677402,41.936423,-70.021074,5083493131,0.0,20,1578726790
2cf06ddc-4c55-3c91-98f1-fb0188079c27,MILFORD CENTER,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,017572900,42.14682295,-71.50153080894427,5084736414,0.0,6,1861445710
02c936e2-3aee-38b2-88a4-81f3689b7bb7,BENJAMIN HEALTHCARE CENTER,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,6177381500,0.0,11,1962491704
5f7663da-4b19-3629-b8f2-fb07d75421d9,ESSEX COUNTY PRIMARY CARE,42 ASBURY ST,SOUTH HAMILTON,MA,019821808,42.61322825,-70.87300675048934,9782338120,0.0,84,1174191837
609ec9f1-e806-3427-b912-9e3b2915521d,HOLYOKE VISITING NURSE ASSOC,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,4135345691,0.0,38,1700871092
5fa5e611-be3d-3ebb-8f71-124325f6005f,LEAP INTO WELLNESS LLC,480 ROUTE 6A,EAST SANDWICH,MA,025371438,41.742172,-70.45251,5082748222,0.0,53,1316247109
bff65303-97b4-3841-950a-1c9e9e735de0,SOUTHPOINTE REHAB CENTER LLC,100 AMITY ST,FALL RIVER,MA,027212202,41.6737661,-71.16934217317342,5082353600,0.0,1,1477002855
bb3d48eb-0c30-34f4-8950-790fc984741b,SOUTH END COMMUNITY HEALTH CENTER INC,1601 WASHINGTON STREET,BOSTON,MA,021181951,42.3381394,-71.0748562,6174252000,0.0,28,1558310052
bf556284-7513-3620-a10e-5393183a9a87,STEWARD ST. ANNES HOSPITAL CORPORATION,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,5086745600,0.0,285,1295027134
9fd71acd-3535-353d-975f-ed7dbf5f9961,CORNERSTONE FAMILY MEDICINE  INC.,250 GREEN ST,GARDNER,MA,01440,42.586896550000006,-71.98672640006858,9786690199,0.0,90,1619966421
e93b27a8-6507-3595-84a5-f899ce23a72d,HOLY FAMILY MEDICAL SPECIALTY PRACTICE PLLC,70 EAST STREET,NORTH ANDOVER,MA,018456144,42.6839894,-71.1127065,9786872273,0.0,75,1922553486
365eae93-6352-3d48-9a8d-dc9fa4b917be,WACHUSETT REHABILITATION AND NURSING CENTER LLC,32 HOSPITAL HILL RD,GARDNER,MA,014402302,42.572366450000004,-71.97690789055164,9786325477,0.0,3,1679191126
352fd476-d328-3a61-9f9b-d2c2fbb2a233,LONGMEADOW OF TAUNTON,68 DEAN ST,TAUNTON,MA,027802713,41.904424750000004,-71.07901221565147,5088241467,0.0,2,1548540966
2b84e56e-08b4-3078-b3ea-4d159208e065,HORIZONS HEALTH & WELLNESS LLC,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,7815859522,0.0,291,1467837963
05137a62-1a8f-34ff-8baf-a0c35c238ea0,BAYADA HOME HEALTH CARE   INC,750  ATTUCKS LANE,HYANNIS,MA,026011950,41.676027500000004,-70.29727035,5087788800,0.0,16,1770523292
7b9a19b2-d900-3f93-a47b-4b88491fb57b,BANE BAY PATH LLC,308 KINGSTOWN WAY,DUXBURY,MA,023324647,42.030389650000004,-70.73959947632582,7815855561,0.0,6,1629432521
4ffa4412-1493-3beb-b8f0-6614dde953a4,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,5086793131,0.0,1430,1922024835
ede4a423-6258-3ef5-b5ba-0fa6bb579563,COMMUNITY HEALTH CONNECTIONS,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,9788788100,0.0,107,1811149586
a14e698d-a9ba-3eae-9c8b-682ec726433d,LYNN URGENT CARE LLC,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,6178939901,0.0,904,1992342075
69eae27b-7445-3652-bd34-b535abe0b011,MANET COMMUNITY HEALTH CENTER  INC.,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,6174714715,0.0,318,1891731956
dd9914b0-9491-3330-a890-d34e95e497ea,CHILD & FAMILY SERVICES  INC.,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,5089968572,0.0,225,1205813540
d4b9a3f0-210d-3e46-a2c7-e099658ac543,NEWBRIDGE ON THE CHARLES SKILLED NURSING FACILITY,7000 GREAT MEADOW ROAD,DEDHAM,MA,020264090,42.266408549999994,-71.19518435636284,7812349660,0.0,24,1407082407
7f26da64-69ab-3db4-b285-c48c9836a653,BEAR MT LOWELL LLC,500 WENTWORTH AVE,LOWELL,MA,018524937,42.631409,-71.283668,9784581271,0.0,7,1437619186
4c1a8ea6-b690-3c28-a02e-ebd82190ee65,SOUTH COVE COMMUNITY HEALTH CENTER  INC,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,6174827555,0.0,70,1700801263
a7147477-c4dd-3018-b921-2707d7e098ee,HANCOCK PARK REHABILITATION AND NURSING CENTER,164 PARKINGWAY,QUINCY,MA,021695020,42.245070088637796,-71.00313070924581,6177734222,0.0,5,1447614243
5ba6765a-f335-36b0-9c6a-6bb494c5330d,URGENT CARE MEDICAL ASSOCIATES  LLC,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,2038850808,0.0,289,1730479254
b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,MELROSEWAKEFIELD HEALTHCARE  INC,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,7819793050,0.0,1980,1891835351
1c42af32-f17e-32ec-b007-4ff8e2de493e,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,5084273000,0.0,217,1881906337
ed5fc1f7-0ecb-3973-a5fc-89f80c6f5c9f,CORNERSTONE FAMILY PRACTICE,303 C HAVERHILL STREET,ROWLEY,MA,019692101,42.704962,-70.90837,9789483902,0.0,68,1023005493
12dc66ee-e2c7-3d5a-892e-157ff1d47f32,HENRY HEYWOOD MEMORIAL HOSPITAL,242 GREEN ST,WINCHENDON,MA,014751820,42.68061,-72.060691,9786323420,0.0,64,1205823879
65eda534-1bdc-3192-8d02-1c3764447790,PERSONAL PHYSICIANS HEALTHCARE PC,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,42.3214927,-71.1711481,6177310058,0.0,113,1942405782
14932db8-e179-331d-98ad-dc1c352cb6d3,743 MAIN STREET OPERATOR LLC,743 MAIN ST,MELROSE,MA,021762707,42.460108950000006,-71.06216841036309,7816627500,0.0,1,1194254565
d613e441-68e8-3502-8adb-3f770a1276bf,PALMER FAMILY SERVICES LLC,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,5084782008,0.0,98,1063613560
05abc3ba-9d27-385d-9d81-79f3ce77709b,CHRISTOPHER HOUSE  INC,10 MARY SCANO DR,WORCESTER,MA,016052884,42.27503365,-71.77776403320533,5087543800,0.0,5,1669472494
de29a374-221b-3cb4-8051-a02c1a35e5b7,FAMILY MEDICINE ASSOCIATES OF SOUTH ATTLEBORO  P.C.,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,5087615650,0.0,455,1750309431
b03b624d-c939-3688-986d-9555b8009a3b,HOLYOKE HEALTH CENTER INC,230 MAPLE ST,HOLYOKE,MA,010405144,42.207406,-72.608419,4134202122,0.0,161,1740271022
ff6d901b-6850-378b-87d0-97a8c499aa43,ADVANTAGE HEALTH & WELLNESS INC,935 WASHINGTON ST,NORWOOD,MA,020623411,42.18396765,-71.2037844209652,7817696791,0.0,28,1407144454
e856ee3e-f44b-3855-b70f-9546db2cf486,VNA CARE NETWORK  INC.,120 THOMAS ST,WORCESTER,MA,016081280,42.26805405,-71.79619091193425,5087860693,0.0,24,1922002286
ea153d0a-9ccc-3769-9a25-934b417071b7,NEW ENGLAND FAMILY HEALTH LLC,463 WORCESTER RD,FRAMINGHAM,MA,017015354,42.3095704,-71.4413097,5082150015,0.0,102,1790990463
d3085315-9893-34c7-8889-3a31dc17c2b0,WALPOLE MEDICAL CENTER  PC,1428 MAIN ST STE 7,WALPOLE,MA,020811729,42.1325911,-71.2618886,5086686600,0.0,162,1174052351
ace1ac31-036a-38fd-b451-b3b87157c717,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,170 MORTON ST,BOSTON,MA,021303735,42.299067750000006,-71.10124351911541,6179830351,0.0,89,1962645572
cfdca72d-58a2-3bb6-9986-81a5be27f92f,CROSSWAY HOMECARE LLC,30 MA AVE,NORTH ANDOVER,MA,018453458,42.6839894,-71.1127065,9783900958,0.0,29,1730556556
469171e3-f6ec-3258-8e16-7038f6a439c0,COUNTRYSIDE HEALTH CARE OF MILFORD,COUNTRYSIDE DRIVE,MILFORD,MA,017571252,42.1413353,-71.5192019,5084730435,0.0,11,1346236908
6da1fb82-e214-3226-b32c-e93faf0c3764,BOSTON HOME HEALTH AIDES  LLC,1 UNION STREET,LAWRENCE,MA,018401815,42.706184,-71.153288,6172640200,0.0,5,1841520368
18061fd5-fda8-3e2d-87f0-0f3c87211bcc,CAMBRIDGE PUBLIC HEALTH COMMISSION,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,6176651000,0.0,1342,1447348313
1faab3d1-2ae5-3110-8e5f-c65b92ca906d,FAIRVIEW HOSPITAL,29 LEWIS AVE,GREAT BARRINGTON,MA,012301713,42.19093125,-73.3715000043024,4135280790,0.0,349,1174689467
c64c848c-0315-3115-87fa-80c360bb6a73,FENWAY COMMUNITY HEALTH CENTER  INC,142 BERKELEY ST,BOSTON,MA,021164608,42.3489076,-71.0721378,6172477555,0.0,99,1982995197
76281d34-caff-30e0-8545-bcdf33182109,CLIFTON REHABILITATION NURSING CENTER,500 WILBUR AVENUE,SOMERSET,MA,027252051,41.72075205,-71.16843052114558,5086757589,0.0,5,1992793509
4633340c-c833-30a3-ab0e-f5cfa5fda28b,CHAIR CITY FAMILY MEDICINE  PC,250 GREEN ST,GARDNER,MA,014401377,42.586896550000006,-71.98672640006858,9786304455,0.0,36,1366411316
7e97f720-f99d-3402-98a4-a144aaa5bd01,COMMUNITY HEALTH CENTER OF CAPE COD  INC.,210 JONES RD,FALMOUTH,MA,025402974,41.5614958,-70.6117407224321,5084777090,0.0,166,1285836080
b3ada130-6443-3a8e-98c7-4ec127a2b0c4,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,9782639101,0.0,55,1356304265
a36dcb53-a762-38d4-ae84-40f46195a6dd,260 EASTHAMPTON ROAD OPERATING COMPANY LLC,260 EASTHAMPTON ROAD,HOLYOKE,MA,010401213,42.226424,-72.646798,4135389733,0.0,4,1982603767
7489f6e0-fee6-3fff-90b6-444868eb907c,ABBOTT HOME HEALTH CARE  INC,1 KIDDIE DRIVE  SUITE 106,AVON,MA,023221182,42.130150349999994,-71.05720685110387,7813440344,0.0,146,1831363381
084b19be-a78e-3626-b156-a50134fa7fe2,DIAMOND EDGE HEALTHCARE  LLC,10 RESEARCH PL STE 202,NORTH CHELMSFORD,MA,018632439,42.6389798,-71.3828403,9782751390,0.0,53,1265049514
06f1d816-dd54-3409-bd94-8dc2745f807c,ELARA CARING,12 KENT WAY  SUITE 210,BYFIELD,MA,019221221,42.75468625,-70.9451078257969,9784620209,0.0,26,1083007439
acffdfa8-1383-3929-8c99-e73969491439,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL  INC.,1153 CENTRE ST,BOSTON,MA,021303446,42.3017598,-71.12855793387442,6179837470,0.0,83,1033121025
545dcda5-7471-374e-9251-b4b685197d3c,COMMUNITY HEALTH CONNECTIONS  INC,175 CONNORS STREET,GARDNER,MA,014402637,42.5730593,-71.99713285,9784106100,0.0,112,1285630533
45ce6eff-535b-37e2-bed3-1946200aa03f,WORCESTER RECOVERY CENTER AND HOSPITAL,309 BELMONT STREET,WORCESTER,MA,016041059,42.280233499999994,-71.7694812367883,5087524681,0.0,254,1306903042
044e0760-ec11-3452-a46e-8af2bbeec083,WILMINGTON REHAB CENTER LLC,90 WEST STREET,WILMINGTON,MA,018873039,42.54038775,-71.13933791916014,9786582700,0.0,1,1396208039
